Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
3,"A Frenkel","¿ Qué pasó en la cumbre de la Celac",2023,"Nueva Sociedad","researchgate.net","https://www.researchgate.net/profile/Alejandro-Frenkel/publication/367540677_Que_paso_en_la_cumbre_de_la_Celac_Entre_el_regreso_de_Brasil_las_crisis_y_los_desafios_geopoliticos/links/63d7c0e9c97bd76a824a8477/Que-paso-en-la-cumbre-de-la-Celac-Entre-el-regreso-de-Brasil-las-crisis-y-los-desafios-geopoliticos.pdf","https://scholar.google.com/scholar?cites=8704132626162898678&as_sdt=2005&sciodt=2007&hl=en",48,"2025-10-16 12:44:04","PDF","","","",,,,,3,1.50,3,1,2,"… , la creación de la Celac no tuvo una connotación netamente … Sin lugar a duda, la vuelta a la Celac del país con más peso … En efecto, entre 2017 y 2021, la Celac tuvo un hiato de …","https://www.researchgate.net/profile/Alejandro-Frenkel/publication/367540677_Que_paso_en_la_cumbre_de_la_Celac_Entre_el_regreso_de_Brasil_las_crisis_y_los_desafios_geopoliticos/links/63d7c0e9c97bd76a824a8477/Que-paso-en-la-cumbre-de-la-Celac-Entre-el-regreso-de-Brasil-las-crisis-y-los-desafios-geopoliticos.pdf","https://scholar.google.com/scholar?q=related:9tZTzIFKy3gJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
16,"A Bonilla, G Jaramillo","La CELAC en el escenario contemporáneo de América Latina y del Caribe",2014,"","biblio.flacsoandes.edu.ec","https://biblio.flacsoandes.edu.ec/libros/digital/53868.pdf","https://scholar.google.com/scholar?cites=1910521025395428546&as_sdt=2005&sciodt=2007&hl=en",22,"2025-10-16 12:44:04","BOOK","","","",,,,,16,1.45,8,2,11,"… Desde el punto de vista estratégico la cooperación conjunta puede enfocarse en consolidar la gobernabilidad interna y externa de la integración regional, considerando a la CELAC como …","https://biblio.flacsoandes.edu.ec/libros/digital/53868.pdf","https://scholar.google.com/scholar?q=related:wgycDsCIgxoJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
16,"W Grabendorff","Realidad y ficción en las relaciones entre la CELAC y la Unión Europea",2014,"EL ESCENARIO CONTEMPORÁNEODE AMÉRICA …","academia.edu","https://www.academia.edu/download/42475442/CELAC.pdf#page=176","https://scholar.google.com/scholar?cites=3407492306573158082&as_sdt=2005&sciodt=2007&hl=en",32,"2025-10-16 12:44:04","PDF","","","",,,,,16,1.45,16,1,11,"… en el alto grado de disparidad de la estructura institucional, de la legitimidad y de visibilidad de los dos socios, CELAC y UE. Formalmente, CELAC ni es una organización internacional …","https://www.academia.edu/download/42475442/CELAC.pdf#page=176","https://scholar.google.com/scholar?q=related:wmYr_DLYSS8J:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
14,"BA Pino, N Emmerich","Las relaciones entre Celac y China: concertación regional y cooperación Sur-Sur",2015,"Revista Perspectivas do Desenvolvimento …","academia.edu","https://www.academia.edu/download/87341729/12637.pdf","https://scholar.google.com/scholar?cites=17429262594938679115&as_sdt=2005&sciodt=2007&hl=en",41,"2025-10-16 12:44:04","PDF","","","",,,,,14,1.40,7,2,10,"… de CELAC y sus rasgos característicos. En la tercera parte reflexionamos sobre el rol de CELAC … , evolución y resultados del Foro CELACChina. Unas conclusiones cierran el artículo. …","https://www.academia.edu/download/87341729/12637.pdf","https://scholar.google.com/scholar?q=related:S69SZPwt4fEJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
7,"FP Friggeri, G Ricobom","CELAC y el Grupo de Puebla:¿ Se retoma la integración latinoamericana y caribeña",2020,"Sul Global","researchgate.net","https://www.researchgate.net/profile/Felix-Friggeri/publication/342888879_CELAC_y_el_Grupo_de_Puebla_Se_retoma_la_integracion_latinoamericana_y_caribena_CELAC_and_the_Puebla_Group_Is_Latin_American_and_Caribbean_integration_resumed/links/5fea485092851c13fecfc450/CELAC-y-el-Grupo-de-Puebla-Se-retoma-la-integracion-latinoamericana-y-caribena-CELAC-and-the-Puebla-Group-Is-Latin-American-and-Caribbean-integration-resumed.pdf","https://scholar.google.com/scholar?cites=15647677266100112233&as_sdt=2005&sciodt=2007&hl=en",44,"2025-10-16 12:44:04","PDF","","","",,,,,7,1.40,4,2,5,"El relativo avance de gobiernos de derecha en América Latina y el Caribe en los últimos años trajo consigo un intento de destrucción de las organizaciones en las que se organizó la …","https://www.researchgate.net/profile/Felix-Friggeri/publication/342888879_CELAC_y_el_Grupo_de_Puebla_Se_retoma_la_integracion_latinoamericana_y_caribena_CELAC_and_the_Puebla_Group_Is_Latin_American_and_Caribbean_integration_resumed/links/5fea485092851c13fecfc450/CELAC-y-el-Grupo-de-Puebla-Se-retoma-la-integracion-latinoamericana-y-caribena-CELAC-and-the-Puebla-Group-Is-Latin-American-and-Caribbean-integration-resumed.pdf","https://scholar.google.com/scholar?q=related:aUvajZG3J9kJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
5,"S Romano, T Lajtman","Cumbre CELAC 2021: renovada apuesta por la integración latinoamericana",2021,"Centro Estratégico …","oilac.jursoc.unlp.edu.ar","https://www.oilac.jursoc.unlp.edu.ar/images/Noticias2021/Cumbre_CELAC_2021.pdf","https://scholar.google.com/scholar?cites=17066072713264583684&as_sdt=2005&sciodt=2007&hl=en",60,"2025-10-16 12:44:04","PDF","","","",,,,,5,1.25,3,2,4,"… y Canadá –los dos miembros de la OEA que no tienen membresía en la CELAC– una … institucionalidad de la CELAC, apuntar a conformar una Secretaria General de la CELAC. No …","https://www.oilac.jursoc.unlp.edu.ar/images/Noticias2021/Cumbre_CELAC_2021.pdf","https://scholar.google.com/scholar?q=related:BFQfebbe1uwJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
13,"AF Romero","La CELAC y los países caribeños",2014,"… estratégicos del regionalismo contemporáneo: CELAC …","academia.edu","https://www.academia.edu/download/42768381/Libro_desafos_estratgicos_CELAC.pdf#page=100","https://scholar.google.com/scholar?cites=2138626659347337833&as_sdt=2005&sciodt=2007&hl=en",26,"2025-10-16 12:44:04","PDF","","","",,,,,13,1.18,13,1,11,"En el período más reciente se observan ciertos avances en el proceso de integración de América Latina y el Caribe (ALC), que apuntan a una nueva etapa, caracterizada por …","https://www.academia.edu/download/42768381/Libro_desafos_estratgicos_CELAC.pdf#page=100","https://scholar.google.com/scholar?q=related:aRKUoZ3trR0J:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
13,"F Nivia-Ruiz, J Prieto-Cardozo","La Comunidad de Estados Latinoamericanos y Caribeños-CELAC: Más allá de la integración¿ una nueva posibilidad de cooperación regional?",2014,"Revista Internacional de …","revistas.usb.edu.co","https://revistas.usb.edu.co/index.php/Cooperacion/article/view/2254","https://scholar.google.com/scholar?cites=15881727125885689341&as_sdt=2005&sciodt=2007&hl=en",33,"2025-10-16 12:44:04","","","","",,,,,13,1.18,7,2,11,"América Latina y el Caribe es una región que ha demostrado una voluntad integracionista a lo largo de su historia. Aunque hasta el momento los mayores avances se observan en el …","https://revistas.usb.edu.co/index.php/Cooperacion/article/download/2254/1975","https://scholar.google.com/scholar?q=related:_R0aDq06Z9wJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
9,"ECD Galán, HB Triana","La Comunidad de Estados Latinoamericanos y Caribeños (CELAC):: un enfoque desde la perspectiva de la integración",2017,"CUPEA Cuadernos de Política Exterior …","cupea.unr.edu.ar","https://cupea.unr.edu.ar/index.php/revista/article/view/45","https://scholar.google.com/scholar?cites=10678941326320192514&as_sdt=2005&sciodt=2007&hl=en",28,"2025-10-16 12:44:04","","","","",,,,,9,1.13,5,2,8,"… El artículo examina el surgimiento y desarrollo de la CELAC y … CELAC para el logro de una verdadera integración regional. … CELAC para el logro de una verdadera integración regional. …","https://cupea.unr.edu.ar/index.php/revista/article/download/45/40","https://scholar.google.com/scholar?q=related:AsyNjI44M5QJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
1,"C Salgado","The place of health in the EU-CELAC interregional cooperation from 2005 to 2023: a historical, empirical and prospective analysis",2024,"Globalization and Health","Springer","https://link.springer.com/article/10.1186/s12992-024-01059-3","https://scholar.google.com/scholar?cites=11581465214720681567&as_sdt=2005&sciodt=2007&hl=en",6,"2025-10-16 12:44:04","HTML","10.1186/s12992-024-01059-3","","",,,,,1,1.00,1,1,1,"… important to note that the EU-CELAC partnership builds on normative and ideational sharing … This is why the partnership has been considered here since before CELAC was formalized, …","https://link.springer.com/article/10.1186/s12992-024-01059-3","https://scholar.google.com/scholar?q=related:Xyb4ZUChuaAJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
2,"M Torres Jarrín, S Riordan","Science Diplomacy Between EU and CELAC",2023,"… Cyberdiplomacy and Techplomacy in EU-LAC …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-36868-4_8","https://scholar.google.com/scholar?cites=502137273569972139&as_sdt=2005&sciodt=2007&hl=en",29,"2025-10-16 12:44:04","","10.1007/978-3-031-36868-4_8","","",,,,,2,1.00,1,2,2,"… in science and technology between EU-CELAC. It will look at … EU and CELAC can advance towards an EU-CELAC science … The development of an EU-CELAC science diplomacy policy …","","https://scholar.google.com/scholar?q=related:qw-fmzDz9wYJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
13,"ALR Silva, IL Silveira, I Loreto","Da ALCA à CELAC: o Brasil e os desafios da integração continental",2012,"… the FTAA to CELAC: Brazil and the …","academia.edu","https://www.academia.edu/download/68444563/2190.pdf","https://scholar.google.com/scholar?cites=14843987110480143035&as_sdt=2005&sciodt=2007&hl=en",37,"2025-10-16 12:44:04","PDF","","","",,,,,13,1.00,4,3,13,"Este trabalho procura, primeiramente, analisar o processo de negociações da Área de Livre Comércio das Américas (Alca), que reuniria 34 países do continente americano, ou seja, …","https://www.academia.edu/download/68444563/2190.pdf","https://scholar.google.com/scholar?q=related:u2KlUqFvAM4J:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
2,"B Znojek","7th CELAC Summit in Buenos Aires a Step Towards More Intensive Regional Cooperation",2023,"","ceeol.com","https://www.ceeol.com/search/gray-literature-detail?id=1168979","https://scholar.google.com/scholar?cites=5182943178731749346&as_sdt=2005&sciodt=2007&hl=en",40,"2025-10-16 12:44:04","","","","",,,,,2,1.00,2,1,2,"… of regional integration, but ideological divisions in CELAC may hamper these plans. A stronger CELAC is important for the EU because of the ongoing revival of bi-regional relations. …","https://pism.pl/webroot/upload/files/Komentarz/PISM%20Spotlight%20no%205-2023.pdf","https://scholar.google.com/scholar?q=related:4v9WU1yD7UcJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
3,"CA Silva","A cultura na agenda da CELAC a partir de uma perspectiva teórica descolonizadora",2022,"Brazilian Journal of Latin American Studies","revistas.usp.br","https://www.revistas.usp.br/prolam/article/view/191234","https://scholar.google.com/scholar?cites=16452177742598418686&as_sdt=2005&sciodt=2007&hl=en",43,"2025-10-16 12:44:04","","","","",,,,,3,1.00,3,1,3,"… da CELAC, … da CELAC, com enfoque em sua criação e funcionamento. Essa seção inclui um resumo sobre como o tema da cultura foi tratado nos documentos principais da CELAC — …","https://www.revistas.usp.br/prolam/article/download/191234/183874","https://scholar.google.com/scholar?q=related:_rAqUX3gUeQJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
2,"XM Zapata","China's Cultural Diplomacy in a New Era of Multilateralism: The Case of the China-Community of Latin American &Caribbean States (CELAC) Forum (CCF)",2023,"","ssoar.info","https://www.ssoar.info/ssoar/handle/document/94501","https://scholar.google.com/scholar?cites=478111739754169821&as_sdt=2005&sciodt=2007&hl=en",46,"2025-10-16 12:44:04","","","","",,,,,2,1.00,2,1,2,"Cultural diplomacy has been one component of China's foreign policy since its very foundation. However, it is only in recent decades that culture has been wielded as a tool to serve …","https://www.ssoar.info/ssoar/bitstream/handle/document/94501/ssoar-2023-zapata-Chinas_Cultural_Diplomacy_in_a.pdf?isAllowed=y&sequence=1&utm_source=chatgpt.com","https://scholar.google.com/scholar?q=related:3cX9GhiYogYJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
3,"R Kilroy Jr","Challenging the 'Colossus of the North': Mexico, Celac, and the Implications of Replacing the Organization of American States with a New Regional Security …",2022,"Center for the United States and Mexico. Rice …","bakerinstitute.org","https://www.bakerinstitute.org/sites/default/files/2022-05/import/mex-pub-celac-053122.pdf","https://scholar.google.com/scholar?cites=1686703044888515176&as_sdt=2005&sciodt=2007&hl=en",59,"2025-10-16 12:44:04","PDF","","","",,,,,3,1.00,3,1,3,"… 1 As current president of CELAC, López Obrador has continued to push the separatist agenda established by Chávez, proposing that CELAC should model the European Union (EU), …","https://www.bakerinstitute.org/sites/default/files/2022-05/import/mex-pub-celac-053122.pdf","https://scholar.google.com/scholar?q=related:aFImmHtfaBcJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
2,"LMR Bello, MSCM Suárez","Cumbre CELAC-UE: razones de un reencuentro",2023,"Época de transición global: ejercicios de …","cipi.cu","https://www.cipi.cu/wp-content/uploads/2023/11/SW-CIPI-Epoca-de-transicion-global-R-9-11-23.pdf#page=13","https://scholar.google.com/scholar?cites=15268128071836140803&as_sdt=2005&sciodt=2007&hl=en",72,"2025-10-16 12:44:04","PDF","","","",,,,,2,1.00,1,2,2,"… La anterior Cumbre CELAC-UE se realizó en 2015 y el … En este período la CELAC también vio ralentizado su … la presidencia pro témpore mexicana a la CELAC y el renovado interés de …","https://www.cipi.cu/wp-content/uploads/2023/11/SW-CIPI-Epoca-de-transicion-global-R-9-11-23.pdf#page=13","https://scholar.google.com/scholar?q=related:A4X2WpZJ49MJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
2,"M Franzoni, CE Carvalho","La CELAC y la Alianza del Pacífico en la diversificación de las relaciones económicas internacionales de México (2009-2019)",2023,"Conjuntura Austral","seer.ufrgs.br","https://seer.ufrgs.br/ConjunturaAustral/article/view/129563","https://scholar.google.com/scholar?cites=2185810631427356869&as_sdt=2005&sciodt=2007&hl=en",74,"2025-10-16 12:44:04","","","","",,,,,2,1.00,1,2,2,"… participación de los miembros de la CELAC y de la Alianza del … La elección de la CELAC y de la Alianza del Pacífico se … Aunque el principal objetivo de la CELAC sea el incremento de …","https://seer.ufrgs.br/ConjunturaAustral/article/download/129563/88275","https://scholar.google.com/scholar?q=related:xfh_ODCPVR4J:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
1,"A Barrera, A Bonilla","The EU-LAC Foundation as an Instrument of the EU-CELAC Strategic Partnership",2025,"The Palgrave Handbook of EU-Latin American …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-80216-4_8","https://scholar.google.com/scholar?cites=14073866153563248826&as_sdt=2005&sciodt=2007&hl=en",75,"2025-10-16 12:44:04","","10.1007/978-3-031-80216-4_8","","",,,,,1,1.00,1,2,1,"… -EU Summit in Santiago, Chile, on 27 January 2013 was the first bi-regional summit in which LAC states encountered their European counterparts within the framework of CELAC—“as …","","https://scholar.google.com/scholar?q=related:utiHO7NqUMMJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
1,"K Parthenay","UE-Celac 2023: le sommet de l'incompréhension mutuelle",2024,"Les Études du CERI","sciencespo.hal.science","https://sciencespo.hal.science/hal-04419213/","https://scholar.google.com/scholar?cites=7876429702017533931&as_sdt=2005&sciodt=2007&hl=en",84,"2025-10-16 12:44:04","","","","",,,,,1,1.00,1,1,1,"Le dernier sommet de l’Union européenne (UE) et de la Communauté d’Etats latino-américains et des Caraïbes (Celac) s’est tenu les 17 et 18 juillet 2023 à Bruxelles. Il a réuni, pour la …","https://sciencespo.hal.science/hal-04419213/file/2024_parthenay_Etude_271_272.pdf","https://scholar.google.com/scholar?q=related:60cXNxWzTm0J:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
2,"AR Valencia, DG Zepeda","La continuidad de la Cumbre de las Américas y la reactivación de la CELAC: neopanamericanismo vs. neolatinoamericanismo",2023,"Contextualizaciones …","contexlatin.cucsh.udg.mx","https://contexlatin.cucsh.udg.mx/index.php/CL/article/view/7993","https://scholar.google.com/scholar?cites=12784916515743265094&as_sdt=2005&sciodt=2007&hl=en",90,"2025-10-16 12:44:04","","","","",,,,,2,1.00,1,2,2,"La IX Cumbre de las Américas resultó como un fracaso importante para los Estados Unidos de América. Mientras que para América Latina y el Caribe esta cumbre significó un triunfo …","https://contexlatin.cucsh.udg.mx/index.php/CL/article/download/7993/7673","https://scholar.google.com/scholar?q=related:RvHma9UlbbEJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
2,"A Frenkel","¿ Qué pasó en la cumbre de la Celac? Entre el regreso de Brasil, las crisis y los desafíos geopolíticos",2023,"Nueva Sociedad","academia.edu","https://www.academia.edu/download/97997706/_Que_paso_en_la_cumbre_de_la_Celac_Entre_el_regreso_de_Brasil_las_crisis_y_los_desafios_geopoliticos.pdf","https://scholar.google.com/scholar?cites=15958272220938875817&as_sdt=2005&sciodt=2007&hl=en",91,"2025-10-16 12:44:04","HTML","","","",,,,,2,1.00,2,1,2,"… Sin lugar a duda, la vuelta a la Celac del país con más peso … En efecto, entre 2017 y 2021, la Celac tuvo un hiato de … Lula vuelve La vuela de Brasil a la Celac resulta significativa por …","https://www.academia.edu/download/97997706/_Que_paso_en_la_cumbre_de_la_Celac_Entre_el_regreso_de_Brasil_las_crisis_y_los_desafios_geopoliticos.pdf","https://scholar.google.com/scholar?q=related:qbMLzggsd90J:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
1,"X Zapata","La diplomacia cultural de China en una nueva era de multilateralismo: El caso del Foro China-Comunidad de Estados Latinoamericanos y Caribeños (CELAC)",2024,"","opus.bsz-bw.de","https://opus.bsz-bw.de/ifa/files/1000/ifa-2024_zapata_china-cd-multilateralism_ES.pdf","https://scholar.google.com/scholar?cites=7115263180328826588&as_sdt=2005&sciodt=2007&hl=en",97,"2025-10-16 12:44:04","PDF","","","",,,,,1,1.00,1,1,1,"… en la promoción de iniciativas culturales dentro del Foro-China CELAC. El Foro China-CELAC sirve como plataforma para que China emplee su repertorio de instrumentos de …","https://opus.bsz-bw.de/ifa/files/1000/ifa-2024_zapata_china-cd-multilateralism_ES.pdf","https://scholar.google.com/scholar?q=related:3HbqCip-vmIJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
12,"SRF Hurtado","… potential and restricted market: small, medium and largest enterprises having chance into a virgin market: Latin American (CELAC) and China (Practical …",2013,"International journal of business …","Canadian Center of Science and …","","https://scholar.google.com/scholar?cites=13746156462365870821&as_sdt=2005&sciodt=2007&hl=en",172,"2025-10-16 12:44:04","CITATION","","","",,,,,12,1.00,12,1,12,"","","https://scholar.google.com/scholar?q=related:5QpC5ngoxL4J:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
1,"L Regueiro, G Merino, W Iglecias…","10 años del Foro China-CELAC: Balance y desafíos para el desarrollo desde el Sur en un mundo multipolar",2024,"Ibero-América …","iberiamerica.org","https://www.iberiamerica.org/index.php/p/article/view/100","https://scholar.google.com/scholar?cites=16147772211346578271&as_sdt=2005&sciodt=2007&hl=en",199,"2025-10-16 12:44:04","","","","",,,,,1,1.00,0,4,1,"Este trabajo analiza el impacto del Foro China-CELAC (FCC) en el fortalecimiento de las relaciones entre China y América Latina y el Caribe (ALC) en sus 10 años. Desde su creación …","https://www.iberiamerica.org/index.php/p/article/download/100/86","https://scholar.google.com/scholar?q=related:X5s8i0VpGOAJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
7,"GL Brutto, EC Minutti","La Comunidad de Estados Latinoamericanos y Caribeños (Celac) en la reconfiguración de la integración regional post-hegemónica",2017,"Revista Internacional de Cooperación y …","revistas.usb.edu.co","https://revistas.usb.edu.co/index.php/Cooperacion/article/view/3120","https://scholar.google.com/scholar?cites=11382611603078403630&as_sdt=2005&sciodt=2007&hl=en",53,"2025-10-16 12:44:04","","","","",,,,,7,0.88,4,2,8,"… the Community of Latin American and Caribbean States (CELAC) was the reflection of a new type … For this reason, the objective of this paper is to analyze how CELAC is inserted in this …","https://revistas.usb.edu.co/index.php/Cooperacion/article/download/3120/2610","https://scholar.google.com/scholar?q=related:Lla6AfIo950J:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
7,"RM Peña, EXG Ramón…","Presupuestos teóricos para la regulación jurídica de una política migratoria común en el espacio de la CELAC.",2017,"Dilemas …","…","https://dilemascontemporaneoseducacionpoliticayvalores.com/index.php/dilemas/article/view/206","https://scholar.google.com/scholar?cites=7873039597269171145&as_sdt=2005&sciodt=2007&hl=en",64,"2025-10-16 12:44:04","","","","",,,,,7,0.88,2,3,8,"El artículo aborda las características de las políticas migratorias en los países que integran la Comunidad de Estados Latinoamericanos y Caribeños (CELAC). Se realiza un estudio …","https://dilemascontemporaneoseducacionpoliticayvalores.com/index.php/dilemas/article/download/206/647/","https://scholar.google.com/scholar?q=related:yTvQ8cynQm0J:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
4,"R Lajous, L Sosa","La contribución de la Celac a la Agenda 2030",2020,"Revista Mexicana de Política Exterior","re.sre.gob.mx","https://re.sre.gob.mx/rmpe/index.php/rmpe/article/view/39","https://scholar.google.com/scholar?cites=9383294996501979757&as_sdt=2005&sciodt=2007&hl=en",39,"2025-10-16 12:44:04","","","","",,,,,4,0.80,2,2,5,"… relación con la Agenda 2030, la Celac y la UE tienen un compromiso que será más … Ministerial UE-Celac, Bruselas, 16-17 de julio de 2018, la UE y la Celac se comprometieron a usar …","https://re.sre.gob.mx/rmpe/index.php/rmpe/article/download/39/41","https://scholar.google.com/scholar?q=related:bWIzoRUpOIIJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
8,"E Ellis","The China-CELAC Summit: Opening a New Phase in China-Latin America-US Relations?",2015,"Strategic Studies Institute","academia.edu","https://www.academia.edu/download/36445053/The_China-CELAC_SummitR_Evan_Ellis-ManzellaReport.com.pdf","https://scholar.google.com/scholar?cites=10030690339805467244&as_sdt=2005&sciodt=2007&hl=en",42,"2025-10-16 12:44:04","PDF","","","",,,,,8,0.80,8,1,10,"… Caribbean States (CELAC). While parallels have been drawn between CELAC and FOCAC, … has conducted regular dialogues since 2000, CELAC is different, in that the organization …","https://www.academia.edu/download/36445053/The_China-CELAC_SummitR_Evan_Ellis-ManzellaReport.com.pdf","https://scholar.google.com/scholar?q=related:bBIMHLgrNIsJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
4,"JP Coronado","… ), en el Foro CELAC-China: Geopolitics of development planning: The South American Council for Infrastructure and Planning (COSIPLAN-UNASUR), at the CELAC …",2020,"… : revista de relações internacionais da PUC …","periodicos.pucminas.br","https://periodicos.pucminas.br/estudosinternacionais/article/view/22476","https://scholar.google.com/scholar?cites=4052265476972683247&as_sdt=2005&sciodt=2007&hl=en",96,"2025-10-16 12:44:04","","","","",,,,,4,0.80,4,1,5,"… regional a través del Foro China-CELAC, nacido en 2015, el cual ha logrado … CELAC. Nos interesa saber si la experiencia planificadora del COSIPLAN está presente en el Foro CELAC…","https://periodicos.pucminas.br/estudosinternacionais/article/download/22476/17572","https://scholar.google.com/scholar?q=related:7x-JQvuJPDgJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
7,"N Emmerich, M Reis","El nuevo patrón de crecimiento de China y los posibles impactos en su relación con la Comunidad de Estados Latinoamericanos y Caribeños (CELAC)",2016,"Revista Internacional de Cooperación y …","revistas.usb.edu.co","https://revistas.usb.edu.co/index.php/Cooperacion/article/view/2543","https://scholar.google.com/scholar?cites=7425564444948544058&as_sdt=2005&sciodt=2007&hl=en",54,"2025-10-16 12:44:04","","","","",,,,,7,0.78,4,2,9,"El documento analiza la relación económica entre China y la Comunidad de Estados Latinoamericanos y Caribeños (CELAC) ante la desaceleración y cambios estructurales de la …","https://revistas.usb.edu.co/index.php/Cooperacion/article/download/2543/2230/","https://scholar.google.com/scholar?q=related:OrrtNYXnDGcJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
7,"NU CEPAL","Seguridad alimentaria, nutrición y erradicación del hambre CELAC 2025: elementos para el debate y la cooperación regionales",2016,"","sidalc.net","https://www.sidalc.net/search/Record/dig-cepal-11362-40348/Description","https://scholar.google.com/scholar?cites=13034373745750800443&as_sdt=2005&sciodt=2007&hl=en",63,"2025-10-16 12:44:04","","","","",,,,,7,0.78,7,1,9,"La región de América Latina y el Caribe ha mostrado una trayectoria exitosa en el proceso de erradicación del hambre y es la única región del mundo que redujo a la mitad tanto la …","","https://scholar.google.com/scholar?q=related:O3gn2dxl47QJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
7,"A Schwarzkopf","Realpolitik or reinforcement of the EU's normative power: A Case Study on the EU's relations with the CELAC",2016,"","diva-portal.org","https://www.diva-portal.org/smash/record.jsf?pid=diva2:946872","https://scholar.google.com/scholar?cites=9934771544669290488&as_sdt=2005&sciodt=2007&hl=en",94,"2025-10-16 12:44:04","","","","",,,,,7,0.78,7,1,9,"… within its relationship with the CELAC region. Most scholars … The normative character of the EU in relation to the CELAC … the CELAC and which role Realpolitik plays in the EU-CELAC …","https://www.diva-portal.org/smash/get/diva2:946872/FULLTEXT01.pdf","https://scholar.google.com/scholar?q=related:-P-rTBVm34kJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
5,"M Mosquera, D Morales Ruvalcaba","… entre los foros Celac-China y Celac-Unión Europea (China's Institutional Strategy Towards Latin American Countries. A Comparative Analysis Between Celac-China …",2018,"… foros Celac-China y Celac …","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3265493","https://scholar.google.com/scholar?cites=16533482333213802992&as_sdt=2005&sciodt=2007&hl=en",88,"2025-10-16 12:44:04","","","","",,,,,5,0.71,3,2,7,"Spanish Abstract: En el 2008 China difundió el Libro blanco hacia América Latina con una estrategia de dos dimensiones: la promoción de la particularidad y el fomento de la …","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=3265493","https://scholar.google.com/scholar?q=related:8MFne5W6cuUJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
9,"FR Aravena","Un nuevo camino hacia la integración latinoamericana: La CELAC y sus perspectivas",2012,"Anuario Ceipaz","dialnet.unirioja.es","https://dialnet.unirioja.es/descarga/articulo/3936742.pdf","https://scholar.google.com/scholar?cites=3227240598747434030&as_sdt=2005&sciodt=2007&hl=en",49,"2025-10-16 12:44:04","PDF","","","",,,,,9,0.69,9,1,13,"La constitución de una Comunidad de Estados Latinoamericanos y del Caribe (CELAC) posee un alto potencial como entidad regional. Es un gran bloque de naciones que tiene la …","https://dialnet.unirioja.es/descarga/articulo/3936742.pdf","https://scholar.google.com/scholar?q=related:LkwP1Tl2ySwJ:scholar.google.com/&scioq=intitle:celac&hl=en&as_sdt=2007"
